5386,,,,,,,,
Eri,IC     375,4,31,6,-,12,58,0
Eri,IC     376,4,31,6,-,12,27,0
Eri,IC     377,4,31,18,-,12,27,0
Eri,IC     378,4,31,30,-,12,18,0
Eri,IC     379,4,31,54,-,7,15,0
Eri,IC     380,4,31,42,-,12,56,0
Cam,IC     381,4,44,24,+,75,39,0
Eri,IC     382,4,37,54,-,9,31,0
Tau,IC     383,4,39,0,+,9,54,0
Eri,IC     384,4,39,18,-,7,50,0
Eri,IC     385,4,39,30,-,7,6,0
Eri,IC     386,4,40,0,-,9,27,0
Eri,IC     387,4,41,42,-,7,5,0
Eri,IC     388,4,42,0,-,7,18,0
Eri,IC     389,4,42,0,-,7,18,0
Eri,IC     390,4,42,6,-,7,13,0
Cam,IC     391,4,57,24,+,78,11,0
Ori,IC     392,4,46,24,+,3,30,0
Eri,IC     393,4,47,54,-,15,32,0
Eri,IC     394,4,48,54,-,6,17,0
Ori,IC     395,4,49,36,+,0,15,0
Cam,IC     396,4,58,0,+,68,19,0
Aur,IC     397,5,1,6,+,40,26,0
Eri,IC     398,4,58,12,-,7,47,0
Eri,IC     399,5,1,48,-,4,18,0
Lep,IC     400,5,3,42,-,15,46,0
Eri,IC     401,5,4,18,-,10,5,0
Eri,IC     402,5,6,18,-,9,8,0
Aur,IC     403,5,15,18,+,39,58,0
Ori,IC     404,5,13,18,+,9,45,0
Aur,IC     405,5,16,12,+,34,16,0
Aur,IC     406,5,17,48,+,39,53,0
Lep,IC     407,5,17,42,-,15,31,0
Lep,IC     408,5,17,54,-,25,5,0
Ori,IC     409,5,19,36,+,3,18,0
Aur,IC     410,5,22,36,+,33,31,0
Lep,IC     411,5,20,18,-,25,20,0
Ori,IC     412,5,21,54,+,3,29,0
Ori,IC     413,5,22,0,+,3,29,0
Ori,IC     414,5,21,54,+,3,20,0
Lep,IC     415,5,21,18,-,15,33,0
Lep,IC     416,5,23,54,-,17,16,0
Aur,IC     417,5,28,6,+,34,26,0
Lep,IC     418,5,27,30,-,12,42,0
Aur,IC     419,5,31,0,+,30,9,0
Ori,IC     420,5,32,18,-,4,30,0
Ori,IC     421,5,32,12,-,8,5,0
Lep,IC     422,5,32,18,-,17,13,0
Ori,IC     423,5,33,24,-,0,37,0
Ori,IC     424,5,33,42,-,0,19,0
Aur,IC     425,5,37,6,+,32,26,0
Ori,IC     426,5,36,48,-,0,15,0
Ori,IC     427,5,36,36,-,6,40,0
Ori,IC     428,5,36,36,-,6,31,0
Ori,IC     429,5,38,18,-,7,3,0
Ori,IC     430,5,38,30,-,7,5,0
Ori,IC     431,5,40,18,-,1,27,0
Ori,IC     432,5,40,54,-,1,29,0
Lep,IC     433,5,40,30,-,11,38,0
Ori,IC     434,5,41,0,-,2,24,0
Ori,IC     435,5,43,0,-,2,19,0
Aur,IC     436,5,53,42,+,38,38,0
Lep,IC     437,5,51,36,-,12,34,0
Lep,IC     438,5,53,0,-,17,53,0
Aur,IC     439,5,56,36,+,32,2,0
Cam,IC     440,6,18,54,+,80,4,0
Lep,IC     441,6,2,42,-,12,30,0
Cam,IC     442,6,36,30,+,82,58,0
Gem,IC     443,6,16,54,+,22,47,0
Gem,IC     444,6,20,24,+,23,16,0
Cam,IC     445,6,37,18,+,67,51,0
Mon,IC     446,6,31,0,+,10,27,0
Mon,IC     447,6,31,12,+,10,2,0
Mon,IC     448,6,32,42,+,7,19,0
Cam,IC     449,6,45,42,+,71,21,0
Cam,IC     450,6,52,12,+,74,26,0
Cam,IC     451,6,52,54,+,74,29,0
CMa,IC     452,6,48,36,-,16,54,0
CMa,IC     453,6,49,6,-,17,2,0
Gem,IC     454,6,51,6,+,12,54,0
Cep,IC     455,7,35,0,+,85,33,0
CMa,IC     456,7,0,18,-,30,10,0
Lyn,IC     457,7,9,24,+,50,9,0
Lyn,IC     458,7,10,30,+,50,6,0
Lyn,IC     459,7,10,36,+,50,11,0
Lyn,IC     460,7,10,42,+,50,13,0
Lyn,IC     461,7,10,42,+,50,5,0
Lyn,IC     462,7,11,0,+,50,11,0
Lyn,IC     463,7,10,54,+,50,8,0
Lyn,IC     464,7,11,0,+,50,9,0
Lyn,IC     465,7,11,30,+,50,15,0
Mon,IC     466,7,8,36,-,4,19,0
Cam,IC     467,7,30,0,+,79,52,0
CMa,IC     468,7,17,30,-,13,9,0
Cep,IC     469,7,56,0,+,85,10,0
Lyn,IC     470,7,23,30,+,46,5,0
Lyn,IC     471,7,43,36,+,49,39,0
Lyn,IC     472,7,43,48,+,49,36,0
CMi,IC     473,7,42,24,+,9,15,0
Gem,IC     474,7,46,6,+,26,29,0
Gem,IC     475,7,47,12,+,30,31,0
Gem,IC     476,7,47,18,+,26,57,0
Gem,IC     477,7,52,6,+,23,28,0
Gem,IC     478,7,53,42,+,26,29,0
Gem,IC     479,7,54,24,+,27,0,0
Gem,IC     480,7,55,18,+,26,47,0
Gem,IC     481,7,59,0,+,24,9,0
Gem,IC     482,7,59,48,+,25,21,0
Gem,IC     483,7,59,54,+,25,55,0
Gem,IC     484,7,59,54,+,26,40,0
Gem,IC     485,8,0,18,+,26,42,0
Gem,IC     486,8,0,18,+,26,37,0
Mon,IC     487,7,59,12,-,0,40,0
Cnc,IC     488,8,0,48,+,25,54,0
Cnc,IC     489,8,1,36,+,26,0,0
Cnc,IC     490,8,3,18,+,25,48,0
Cnc,IC     491,8,3,48,+,26,32,0
Cnc,IC     492,8,5,42,+,26,10,0
Cnc,IC     493,8,7,24,+,25,6,0
CMi,IC     494,8,6,24,+,1,2,0
Cnc,IC     495,8,8,18,+,9,0,0
Cnc,IC     496,8,9,42,+,25,52,0
Cnc,IC     497,8,10,6,+,24,53,0
CMi,IC     498,8,9,24,+,5,16,0
Cam,IC     499,8,46,0,+,85,43,0
Pup,IC     500,8,12,36,-,16,3,0
Cnc,IC     501,8,18,48,+,24,32,0
Cnc,IC     502,8,22,0,+,8,45,0
Hya,IC     503,8,22,12,+,3,15,0
Hya,IC     504,8,22,36,+,4,15,0
Hya,IC     505,8,23,18,+,4,22,0
Hya,IC     506,8,23,24,+,4,18,0
Hya,IC     507,8,25,36,-,0,27,0
Cnc,IC     508,8,28,24,+,25,7,0
Cnc,IC     509,8,32,0,+,24,0,0
Hya,IC     510,8,32,6,-,2,10,0
Cam,IC     511,8,40,48,+,73,29,0
Cam,IC     512,9,4,0,+,85,30,0
Hya,IC     513,8,33,0,-,12,21,0
Hya,IC     514,8,35,24,-,2,3,0
Hya,IC     515,8,35,30,-,1,54,0
Hya,IC     516,8,35,48,-,1,52,0
Hya,IC     517,8,36,18,-,2,4,0
Hya,IC     518,8,37,6,+,0,41,0
Hya,IC     519,8,40,36,+,2,36,0
Cam,IC     520,8,53,42,+,73,29,0
Hya,IC     521,8,46,48,+,2,33,0
UMa,IC     522,8,54,30,+,57,10,0
Cnc,IC     523,8,53,12,+,9,9,0
Hya,IC     524,8,58,12,-,19,11,0
Hya,IC     525,9,1,18,-,1,52,0
Cnc,IC     526,9,2,36,+,10,50,0
Lyn,IC     527,9,9,36,+,37,35,0
Cnc,IC     528,9,9,24,+,15,48,0
Cam,IC     529,9,18,30,+,73,46,0
Cnc,IC     530,9,15,18,+,11,53,0
Hya,IC     531,9,17,54,-,0,17,0
Hya,IC     532,9,19,0,-,16,46,0
Hya,IC     533,9,20,24,-,4,0,0
Hya,IC     534,9,21,12,+,3,9,0
Hya,IC     535,9,22,12,-,1,3,0
Leo,IC     536,9,24,36,+,25,7,0
Hya,IC     537,9,25,24,-,12,23,0
Leo,IC     538,9,27,24,+,23,1,0
Hya,IC     539,9,29,6,-,2,33,0
Leo,IC     540,9,30,12,+,7,54,0
Hya,IC     541,9,30,30,-,4,15,0
Hya,IC     542,9,31,12,-,13,10,0
Hya,IC     543,9,30,54,-,14,44,0
Leo,IC     544,9,35,54,+,24,54,0
Leo,IC     545,9,36,6,+,24,57,0
Hya,IC     546,9,34,54,-,16,23,0
Hya,IC     547,9,36,12,-,12,25,0
Leo,IC     548,9,38,18,+,9,26,0
Hya,IC     549,9,40,42,+,3,59,0
Hya,IC     550,9,40,30,-,6,56,0
Leo,IC     551,9,40,54,+,6,56,0
Leo,IC     552,9,41,18,+,10,38,0
Hya,IC     553,9,40,42,-,5,26,0
Leo,IC     554,9,41,48,+,12,26,0
Leo,IC     555,9,41,54,+,12,17,0
Leo,IC     556,9,43,42,+,11,4,0
Leo,IC     557,9,44,6,+,10,59,0
Leo,IC     558,9,45,0,+,29,27,0
Leo,IC     559,9,44,42,+,9,37,0
Sex,IC     560,9,45,54,-,0,16,0
Sex,IC     561,9,46,0,+,3,8,0
Sex,IC     562,9,46,6,-,3,58,0
Sex,IC     563,9,46,18,+,3,3,0
Sex,IC     564,9,46,24,+,3,4,0
Leo,IC     565,9,47,48,+,15,51,0
Sex,IC     566,9,50,0,-,0,14,0
Leo,IC     567,9,50,30,+,12,49,0
Leo,IC     568,9,51,6,+,15,44,0
Leo,IC     569,9,51,30,+,10,55,0
Leo,IC     570,9,51,48,+,15,46,0
Leo,IC     571,9,52,30,+,15,46,0
Leo,IC     572,9,52,30,+,15,50,0
Hya,IC     573,9,53,36,-,12,31,0
Sex,IC     574,9,54,24,-,6,58,0
Sex,IC     575,9,54,36,-,6,51,0
Leo,IC     576,9,55,6,+,11,2,0
Leo,IC     577,9,56,6,+,10,30,0
Leo,IC     578,9,56,18,+,10,29,0
Hya,IC     579,9,56,36,-,14,9,0
Leo,IC     580,9,58,0,+,10,27,0
Leo,IC     581,9,58,12,+,15,56,0
Leo,IC     582,9,59,0,+,17,49,0
Leo,IC     583,9,59,6,+,17,50,0
Leo,IC     584,9,59,6,+,10,22,0
Leo,IC     585,9,59,42,+,13,2,0
Sex,IC     586,9,59,54,-,6,55,0
Sex,IC     587,10,3,0,-,2,24,0
Sex,IC     588,10,2,12,+,3,3,0
Sex,IC     589,10,4,24,-,5,41,0
Sex,IC     590,10,5,54,+,0,38,0
